text,true_label,pred_label,prob_toxic,language
Về vn chửa free. Chính phủ lo từ a---z ở nước ngoài chửa bằng niềm tin ak.. mà chả có con mà nào ở nước ngoài chửa free cho dân nước khác đâu,0,1,0.35904014760320985,vi
Dũng Đỗ đi qua cac thứ cx ho sốt :((,0,1,0.35829078518625845,vi
"... rút kinh nghiệm, kiểm điểm nghiêm túc và trong tháng này đồng chí trưởng Công an xã An Đồng cũng nghỉ hưu theo quy định",0,1,0.3552539748969421,vi
Abe có thể chiếm đoạt được trái tim của Tiểu Tiểu nhưng riêng blue của Tiểu Tiểu thì Abe tuổi lol chiếm đoạt được :vv,0,1,0.35097948664421913,vi
VT Hải Yến để hỏi mẹ,0,1,0.35087068287020307,vi
Ủa sao con bóp dú bà ngoại,0,1,0.350508199687843,vi
"Đáng lẽ làm tới chức giám đốc phải là người học cao hiểu rộng, biết đúng biết sai mà ví dụ như lỡ sai thì cũng phải là người khôn khéo, biết tìm cách làm thế nào để giải quyết vấn đề cho đỡ thiệt hại nhất ,đằng này lại dùng phương pháp hạ sách nhất là",0,1,0.3487854401893255,vi
"trần dần bị nhiểm vi rut khùng, he he",0,1,0.34782726837359607,vi
chưởi riết quen mồm 😱😱,0,1,0.3469908842087386,vi
Mk sem ma nhu nguoi dien cuoi mot mk co ai nhu rui hok 😂😂😂😂😂,0,1,0.34579151954641585,vi
"Mình đặt nước hoa nhỏ này như nước lã thấy có mấy trăm ngàn nên mình ko làm lớn chuyện!nhắn tin nó chặn luôn,gọi thì nó đổ lỗi các thử!mong công an vào cuộc và quản lý thị trường vào cuộc bán nước hoa đểu",0,1,0.34373855555716765,vi
Mấy bạn dlv vào đính chính thông tin đi xem nào?,0,1,0.34173164601829803,vi
Về còn Linh Cậu Diệt dành Cho dien,0,1,0.34137462051619377,vi
Họ bấm cái j thì kệ họ đi,0,1,0.3408914935759366,vi
tập nào vậy,0,1,0.3399418981121301,vi
"Nói nhỏ thôi, chứ nói lớn quá bọn áo xanh biết chúng nó mang về hết giờ",0,1,0.3396036019903496,vi
Đăng Quang Charlie Trần ý thức ghê,0,1,0.3394004507633397,vi
cái này là luật ngầm lâu nay rồi bán trên vỉa hè ko cho tụi nó ăn thì tụi nó phá.,0,1,0.3385896184322683,vi
K đơz dc rồi =))) đeow thê chịu nổi,0,1,0.3384959435585566,vi
Tâm bất biến giữa dòng đời vạn biến ở hang 3ron :DD,0,1,0.33692513806591845,vi
Duy Trần vô văn hoá đúng là cha nào con nấy,0,1,0.33473367050768577,vi
Hihi thích bài này chết đi mất! Ôi cái cuộc đời phó thường dân nam bộ của e!,0,1,0.3324720947428789,vi
yếu đuối vl thế thì sao bước qua nổi sóng gió cuộc đời 😂😂😂,0,1,0.33181860331406315,vi
thứ gì đâu,0,1,0.33109909478693994,vi
Bắn bỏ bớt,0,1,0.33032122857085716,vi
"1k năm đô hộ giặc tàu mà... lai tàu và tính tình phong tục vvv... nói chung là 8,10 so với TQ",0,1,0.32986622547307015,vi
"Hanh Viet nơi khác có thể nhàm, xàm nhưng với bộ tộc Mixi, đó là văn hoá lâu đời của chúng tôi",0,1,0.3297620376923252,vi
Vl say oh yeah của MTP mà 🤣,0,1,0.3296907535950735,vi
Mất cắp thường là ở sân bay đi hoặc sân bay quá cảnh. Vì mấy chỗ đó nó mới soi hành lý để kiểm tra. Còn về Nội Bài thì hành lý chỉ đc bốc xuống rồi trả cho hành khách thì sao mà biết đc cái vali nào có gì mà nó móc. Chả nhẽ nó móc toàn bộ chuyến bay :)),0,1,0.32559170968909573,vi
Diệt ngay đừng cho nó đẻ trứng,0,1,0.3251906280828581,vi
Toản Hoà đây là admin của beat đấy ngon vl không phải n17 nha,0,1,0.32419857621569403,vi
Em cũng thích chị vl luôn :3,0,1,0.3188710613891012,vi
- cả 2 cũng chỉ ngu như nhau thoii khỏi so sánh :)),0,1,0.31841465094234295,vi
Vl kết cây bút :)),0,1,0.31786336624589967,vi
Vẫn còn 1 đoá hoa vàng trên đống cứt đen,0,1,0.3159028046886963,vi
"Tiên tri đoán chuyện đã rồi , Sao không la sớm để dân tình đỡ lao đao , đừng nói nhà ông có đầu đạn quả xa , bắn ra một phát corona tieu đời 💣🤪🙏",0,1,0.31589390500016606,vi
Vâng. Bát mì của anh nhìn qua đã thấy con tôm to đùng ít cũng mất 1 củ cho con đó :)),0,1,0.3156217260034461,vi
Con thấy cái đó con xỉu 3Ngày😂,0,1,0.3151320635535886,vi
"Trang Bùi mi là trùm ỉa dạo đó Bùi, ghi nhớ dùm",0,1,0.31509103252819554,vi
Lê Hải đúng vl :)),0,1,0.31293957388228727,vi
Cho ông ít bánh kẹo đi mọi người. Tội nghiệp ông nuốt nước bọt hoài.,0,1,0.312494256741572,vi
"Tội chú bộ trưởng, sống liêm chính k tham nhũng, nên làm cả đời k đủ tiền mua tvi, máy tính và smartphone nên k thể nào cập nhật được những thông tin mà báo, đài đăng về thực phẩm kém chất lượng.",0,1,0.3123976928289637,vi
Con này để húp chứ ko phải ăn :)),0,1,0.3117161268343145,vi
Sang itali hay london mà cách ly cho đỡ ngột ngạt :)),0,1,0.3108634224854651,vi
Bao giờ a nghèo thì a mới biết chứ giờ a giầu a ns cái đéo jk chả đúng,0,1,0.31044836195494924,vi
??? Đầu có vấn đề à,0,1,0.310067458023034,vi
Ôi kho than Cho may doi sau lam sao ma cha no dc chu .ôi phuc ôi la phuc ôi,0,1,0.3087472773663741,vi
thì ra anh muốn chết🤭🤭🤭,0,1,0.3065160821938416,vi
Nguyễn Minh Triết vãi,0,1,0.30607550409686163,vi
